movie_id,title,count,mean
1020,Cool Runnings (1993),392,3.239795918367347
1021,Angels in the Outfield (1994),247,2.769230769230769
1022,Cinderella (1950),577,3.755632582322357
1023,Winnie the Pooh and the Blustery Day (1968),221,3.986425339366516
1024,"Three Caballeros, The (1945)",126,3.246031746031746
1025,"Sword in the Stone, The (1963)",293,3.6109215017064846
1026,So Dear to My Heart (1949),8,3.625
1027,Robin Hood: Prince of Thieves (1991),344,3.1627906976744184
1028,Mary Poppins (1964),1011,3.894164193867458
1029,Dumbo (1941),568,3.688380281690141
1030,Pete's Dragon (1977),323,3.0773993808049536
1031,Bedknobs and Broomsticks (1971),319,3.479623824451411
1032,Alice in Wonderland (1951),525,3.697142857142857
1033,"Fox and the Hound, The (1981)",287,3.4494773519163764
1034,Freeway (1996),169,3.6449704142011834
1035,"Sound of Music, The (1965)",882,3.931972789115646
1036,Die Hard (1988),1666,4.121848739495798
1037,"Lawnmower Man, The (1992)",615,2.6601626016260163
1038,Unhook the Stars (1996),11,3.272727272727273
1039,Synthetic Pleasures (1995),3,3.6666666666666665
1040,"Secret Agent, The (1996)",5,3.0
1041,Secrets & Lies (1996),474,4.037974683544304
1042,That Thing You Do! (1996),528,3.481060606060606
1043,To Gillian on Her 37th Birthday (1996),108,2.8425925925925926
1044,Surviving Picasso (1996),35,3.2857142857142856
1046,Beautiful Thing (1996),90,4.066666666666666
1047,"Long Kiss Goodnight, The (1996)",434,3.4838709677419355
1049,"Ghost and the Darkness, The (1996)",451,3.328159645232816
1050,Looking for Richard (1996),146,3.8219178082191783
1051,Trees Lounge (1996),98,3.4183673469387754
1053,Normal Life (1996),35,2.914285714285714
1054,Get on the Bus (1996),81,3.308641975308642
1055,Shadow Conspiracy (1997),19,2.736842105263158
1056,Jude (1996),50,3.54
1057,Everyone Says I Love You (1996),274,3.5583941605839415
1058,Bitter Sugar (Azucar Amargo) (1996),11,3.272727272727273
1059,William Shakespeare's Romeo and Juliet (1996),479,3.4008350730688934
1060,Swingers (1996),786,3.94147582697201
1061,Sleepers (1996),374,3.550802139037433
1062,"Sunchaser, The (1996)",2,2.5
1063,Johns (1996),26,3.1538461538461537
1064,Aladdin and the King of Thieves (1996),209,2.8947368421052633
1066,Shall We Dance? (1937),175,4.1657142857142855
1067,"Damsel in Distress, A (1937)",23,3.782608695652174
1068,Crossfire (1947),35,3.6857142857142855
1069,"Murder, My Sweet (1944)",110,3.9272727272727272
1070,Macao (1952),2,3.0
1071,For the Moment (1994),5,3.4
1073,Willy Wonka and the Chocolate Factory (1971),1313,3.8613861386138613
1076,"Innocents, The (1961)",23,4.0
1077,Sleeper (1973),744,3.9798387096774195
1078,Bananas (1971),372,3.836021505376344
1079,"Fish Called Wanda, A (1988)",1326,3.971342383107089
1080,Monty Python's Life of Brian (1979),926,4.018358531317495
1081,Victor/Victoria (1982),434,3.6175115207373274
1082,"Candidate, The (1972)",154,3.7012987012987013
1083,"Great Race, The (1965)",164,3.5304878048780486
1084,Bonnie and Clyde (1967),686,4.096209912536443
1085,"Old Man and the Sea, The (1958)",131,3.7786259541984735
1086,Dial M for Murder (1954),379,4.079155672823219
1087,Madame Butterfly (1995),18,3.4444444444444446
1088,Dirty Dancing (1987),687,3.3114992721979624
1089,Reservoir Dogs (1992),1259,4.13582208101668
1090,Platoon (1986),1143,4.090113735783027
1091,Weekend at Bernie's (1989),373,2.7935656836461127
1092,Basic Instinct (1992),751,3.5419440745672435
1093,"Doors, The (1991)",680,3.4073529411764705
1094,"Crying Game, The (1992)",1229,3.7314890154597236
1095,Glengarry Glen Ross (1992),571,3.8844133099824867
1096,Sophie's Choice (1982),344,3.9767441860465116
1097,E.T. the Extra-Terrestrial (1982),2269,3.9651828999559275
1098,"Search for One-eye Jimmy, The (1996)",5,2.4
1099,"Christmas Carol, A (1938)",194,3.9896907216494846
1100,Days of Thunder (1990),420,2.807142857142857
1101,Top Gun (1986),1010,3.6861386138613863
1102,American Strays (1996),4,2.0
1103,Rebel Without a Cause (1955),402,3.9228855721393034
1104,"Streetcar Named Desire, A (1951)",483,4.225672877846791
1105,Children of the Corn IV: The Gathering (1996),42,1.7857142857142858
1107,Loser (1991),3,2.0
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),94,4.095744680851064
1112,Palookaville (1996),35,3.4285714285714284
1113,"Associate, The (1996)",50,3.0
1114,"Funeral, The (1996)",31,2.870967741935484
1115,Sleepover (1995),1,1.0
1116,"Single Girl, A (La Fille Seule) (1995)",17,3.411764705882353
1117,"Eighth Day, The (Le Huitième jour ) (1996)",12,4.25
1118,Tashunga (1995),1,2.0
1119,Drunks (1997),34,3.2058823529411766
1120,"People vs. Larry Flynt, The (1996)",456,3.5833333333333335
1121,Glory Daze (1996),13,3.076923076923077
1123,"Perfect Candidate, A (1996)",33,3.727272727272727
1124,On Golden Pond (1981),405,3.740740740740741
1125,"Return of the Pink Panther, The (1974)",385,3.779220779220779
1126,Drop Dead Fred (1991),317,2.3722397476340693
1127,"Abyss, The (1989)",1715,3.6839650145772596
1128,"Fog, The (1980)",170,2.9235294117647057
1129,Escape from New York (1981),884,3.4649321266968327
1130,"Howling, The (1980)",231,3.25974025974026
1131,Jean de Florette (1986),216,4.324074074074074
1132,Manon of the Spring (Manon des sources) (1986),220,4.259090909090909
1133,Talking About Sex (1994),2,2.0
1134,Johnny 100 Pesos (1993),2,3.0
1135,Private Benjamin (1980),407,3.189189189189189
1136,Monty Python and the Holy Grail (1974),1599,4.335209505941213
1138,Dadetown (1995),7,3.857142857142857
1139,Everything Relative (1996),2,4.0
1142,Get Over It (1996),2,1.0
1144,"Line King: Al Hirschfeld, The (1996)",16,3.75
1145,Snowriders (1996),2,2.5
1147,When We Were Kings (1996),277,4.32129963898917
1148,"Wrong Trousers, The (1993)",882,4.507936507936508
1149,JLG/JLG - autoportrait de décembre (1994),4,3.5
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",158,3.930379746835443
1151,Faust (1994),31,3.4838709677419355
1152,He Walked by Night (1948),29,3.4827586206896552
1153,Raw Deal (1948),14,3.4285714285714284
1154,T-Men (1947),15,3.7333333333333334
1160,Six of a Kind (1934),6,2.1666666666666665
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",94,3.9468085106382977
1162,"Ruling Class, The (1972)",96,3.90625
1163,Mina Tannenbaum (1994),19,2.9473684210526314
1164,Two or Three Things I Know About Her (1966),5,3.6
1165,"Bloody Child, The (1996)",1,1.0
1167,Dear God (1996),94,2.893617021276596
1168,Bad Moon (1996),18,2.0555555555555554
1169,American Dream (1990),36,3.7222222222222223
1170,Best of the Best 3: No Turning Back (1995),17,1.6470588235294117
1171,Bob Roberts (1992),415,3.7349397590361444
1172,Cinema Paradiso (1988),615,4.287804878048781
1173,"Cook the Thief His Wife & Her Lover, The (1989)",198,3.3484848484848486
1174,Grosse Fatigue (1994),5,3.8
1175,Delicatessen (1991),368,4.002717391304348
1176,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",129,3.937984496124031
1177,Enchanted April (1991),147,3.993197278911565
1178,Paths of Glory (1957),230,4.473913043478261
1179,"Grifters, The (1990)",885,3.7887005649717516
1180,Hear My Song (1991),50,3.84
1181,"Shooter, The (1995)",10,2.9
1183,"English Patient, The (1996)",989,3.609706774519717
1184,Mediterraneo (1991),91,3.802197802197802
1185,My Left Foot (1989),453,3.958057395143488
1186,"Sex, Lies, and Videotape (1989)",562,3.613879003558719
1187,Passion Fish (1992),147,3.6598639455782314
1188,Strictly Ballroom (1992),676,3.951183431952663
1189,"Thin Blue Line, The (1988)",269,4.25278810408922
1190,Tie Me Up! Tie Me Down! (1990),132,3.507575757575758
1191,Madonna: Truth or Dare (1991),209,3.062200956937799
1192,Paris Is Burning (1990),105,4.0285714285714285
1193,One Flew Over the Cuckoo's Nest (1975),1725,4.390724637681159
1194,Up in Smoke (1978),212,3.4764150943396226
1196,Star Wars: Episode V - The Empire Strikes Back (1980),2990,4.292976588628763
1197,"Princess Bride, The (1987)",2318,4.3037100949094045
1198,Raiders of the Lost Ark (1981),2514,4.477724741447892
1199,Brazil (1985),913,4.097480832420591
1200,Aliens (1986),1820,4.125824175824176
1201,"Good, The Bad and The Ugly, The (1966)",822,4.133819951338199
1202,Withnail and I (1987),72,3.611111111111111
1203,12 Angry Men (1957),616,4.295454545454546
1204,Lawrence of Arabia (1962),831,4.401925391095066
1205,"Transformers: The Movie, The (1986)",231,3.380952380952381
1206,"Clockwork Orange, A (1971)",1229,4.0781122864117165
1207,To Kill a Mockingbird (1962),928,4.425646551724138
1208,Apocalypse Now (1979),1176,4.243197278911564
1209,Once Upon a Time in the West (1969),173,4.023121387283237
1210,Star Wars: Episode VI - Return of the Jedi (1983),2883,4.022892819979188
1211,Wings of Desire (Der Himmel über Berlin) (1987),242,4.1115702479338845
1212,"Third Man, The (1949)",480,4.452083333333333
1213,GoodFellas (1990),1657,4.275196137598069
1214,Alien (1979),2024,4.159584980237154
1215,Army of Darkness (1993),945,3.804232804232804
1216,"Big Blue, The (Le Grand Bleu) (1988)",87,3.6551724137931036
1217,Ran (1985),357,4.26890756302521
1218,"Killer, The (Die xue shuang xiong) (1989)",244,4.19672131147541
1219,Psycho (1960),1263,4.218527315914489
1220,"Blues Brothers, The (1980)",1341,3.9395973154362416
1221,"Godfather: Part II, The (1974)",1692,4.357565011820331
1222,Full Metal Jacket (1987),1254,4.110845295055821
1223,"Grand Day Out, A (1992)",473,4.361522198731501
1224,Henry V (1989),426,4.286384976525822
1225,Amadeus (1984),1382,4.251808972503618
1226,"Quiet Man, The (1952)",226,4.053097345132743
1227,Once Upon a Time in America (1984),241,3.863070539419087
1228,Raging Bull (1980),677,4.1875923190546525
1230,Annie Hall (1977),1334,4.14167916041979
1231,"Right Stuff, The (1983)",750,4.08
1232,Stalker (1979),52,3.6346153846153846
1233,"Boat, The (Das Boot) (1981)",1001,4.302697302697303
1234,"Sting, The (1973)",1049,4.320305052430887
1235,Harold and Maude (1971),697,4.164992826398852
1236,Trust (1990),90,4.188888888888889
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",299,4.230769230769231
1238,Local Hero (1983),351,4.0
1240,"Terminator, The (1984)",2098,4.152049571020019
1241,Braindead (1992),70,3.357142857142857
1242,Glory (1989),1112,4.193345323741007
1243,Rosencrantz and Guildenstern Are Dead (1990),325,3.9846153846153847
1244,Manhattan (1979),718,4.082172701949861
1245,Miller's Crossing (1990),358,4.005586592178771
1246,Dead Poets Society (1989),855,4.005847953216374
1247,"Graduate, The (1967)",1261,4.245836637589215
1248,Touch of Evil (1958),514,4.215953307392996
1249,Nikita (La Femme Nikita) (1990),733,4.005457025920873
1250,"Bridge on the River Kwai, The (1957)",938,4.386993603411514
1251,8 1/2 (1963),228,4.105263157894737
1252,Chinatown (1974),1185,4.339240506329114
1253,"Day the Earth Stood Still, The (1951)",559,4.141323792486583
1254,"Treasure of the Sierra Madre, The (1948)",453,4.289183222958058
1255,Bad Taste (1987),54,3.4074074074074074
1256,Duck Soup (1933),594,4.21043771043771
1257,Better Off Dead... (1985),472,3.9216101694915255
1258,"Shining, The (1980)",1087,4.104875804967802
1259,Stand by Me (1986),1785,4.0969187675070025
1260,M (1931),308,4.3019480519480515
1261,Evil Dead II (Dead By Dawn) (1987),548,3.826642335766423
1262,"Great Escape, The (1963)",696,4.376436781609195
1263,"Deer Hunter, The (1978)",700,4.11
1264,Diva (1981),257,4.054474708171206
1265,Groundhog Day (1993),2278,3.953028972783143
1266,Unforgiven (1992),997,4.0902708124373115
1267,"Manchurian Candidate, The (1962)",765,4.333333333333333
1268,Pump Up the Volume (1990),317,3.4858044164037856
1269,Arsenic and Old Lace (1944),672,4.168154761904762
1270,Back to the Future (1985),2583,3.9903213317847466
1271,Fried Green Tomatoes (1991),593,3.806070826306914
1272,Patton (1970),645,4.266666666666667
1273,Down by Law (1986),146,3.9657534246575343
1274,Akira (1988),452,3.933628318584071
1275,Highlander (1986),741,3.8461538461538463
1276,Cool Hand Luke (1967),930,4.253763440860215
1277,Cyrano de Bergerac (1990),363,3.884297520661157
1278,Young Frankenstein (1974),1193,4.250628667225482
1279,Night on Earth (1991),194,3.747422680412371
1280,Raise the Red Lantern (1991),277,4.1732851985559565
1281,"Great Dictator, The (1940)",216,4.032407407407407
1282,Fantasia (1940),943,3.904559915164369
1283,High Noon (1952),403,4.1786600496277915
1284,"Big Sleep, The (1946)",541,4.312384473197782
1285,Heathers (1989),803,3.8156911581569117
1286,Somewhere in Time (1980),285,3.585964912280702
1287,Ben-Hur (1959),704,4.110795454545454
1288,This Is Spinal Tap (1984),1118,4.179785330948121
1289,Koyaanisqatsi (1983),182,3.9725274725274726
1290,Some Kind of Wonderful (1987),230,3.591304347826087
1291,Indiana Jones and the Last Crusade (1989),1628,4.133292383292384
1292,Being There (1979),591,4.013536379018612
1293,Gandhi (1982),671,4.141579731743666
1294,M*A*S*H (1970),1099,4.124658780709736
1295,"Unbearable Lightness of Being, The (1988)",266,3.5676691729323307
1296,"Room with a View, A (1986)",560,3.9964285714285714
1297,Real Genius (1985),442,3.7081447963800906
1298,Pink Floyd - The Wall (1982),387,3.640826873385013
1299,"Killing Fields, The (1984)",732,4.248633879781421
1300,My Life as a Dog (Mitt liv som hund) (1985),330,4.1454545454545455
1301,Forbidden Planet (1956),373,3.9758713136729225
1302,Field of Dreams (1989),768,3.9114583333333335
1303,"Man Who Would Be King, The (1975)",310,4.129032258064516
1304,Butch Cassidy and the Sundance Kid (1969),1419,4.215644820295983
1305,"Paris, Texas (1984)",121,3.793388429752066
1306,Until the End of the World (Bis ans Ende der Welt) (1991),136,3.6029411764705883
1307,When Harry Met Sally... (1989),1568,4.073341836734694
1310,Hype! (1996),43,3.558139534883721
1311,Santa with Muscles (1996),7,1.0
1312,Female Perversions (1996),29,3.2413793103448274
1313,Mad Dog Time (1996),13,2.1538461538461537
1315,Paris Was a Woman (1995),3,2.3333333333333335
1316,Anna (1996),1,4.0
1317,I'm Not Rappaport (1996),40,3.175
1320,Alien³ (1992),925,3.037837837837838
1321,"American Werewolf in London, An (1981)",549,3.7522768670309654
1322,Amityville 1992: It's About Time (1992),32,1.71875
1323,Amityville 3-D (1983),43,1.372093023255814
1324,Amityville: Dollhouse (1996),22,1.6818181818181819
1325,Amityville: A New Generation (1993),23,1.6521739130434783
1326,Amityville II: The Possession (1982),56,2.107142857142857
1327,"Amityville Horror, The (1979)",355,2.9380281690140846
1328,"Amityville Curse, The (1990)",25,1.84
1329,Blood For Dracula (Andy Warhol's Dracula) (1974),36,2.6666666666666665
1330,April Fool's Day (1986),116,3.0
1331,Audrey Rose (1977),50,3.18
1332,"Believers, The (1987)",102,2.911764705882353
1333,"Birds, The (1963)",733,3.882673942701228
1334,"Blob, The (1958)",338,3.136094674556213
1335,Blood Beach (1981),21,1.7142857142857142
1336,Body Parts (1991),55,2.2363636363636363
1337,"Body Snatcher, The (1945)",64,3.5625
1339,Bram Stoker's Dracula (1992),672,3.34375
1340,Bride of Frankenstein (1935),216,3.912037037037037
1341,Burnt Offerings (1976),53,2.849056603773585
1342,Candyman (1992),262,2.904580152671756
1343,Cape Fear (1991),687,3.671033478893741
1344,Cape Fear (1962),361,3.9224376731301938
1345,Carrie (1976),567,3.6049382716049383
1346,Cat People (1982),174,3.1839080459770117
1347,"Nightmare on Elm Street, A (1984)",451,3.4855875831485585
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",238,3.991596638655462
1349,Nosferatu a Venezia (1986),14,3.0714285714285716
1350,"Omen, The (1976)",409,3.6234718826405867
1351,Blood & Wine (1997),35,3.4
1352,Albino Alligator (1996),94,2.851063829787234
1353,"Mirror Has Two Faces, The (1996)",188,3.0851063829787235
1354,Breaking the Waves (1996),267,3.8239700374531833
1355,Nightwatch (1997),77,2.961038961038961
1356,Star Trek: First Contact (1996),1310,3.7091603053435116
1357,Shine (1996),548,3.8065693430656933
1358,Sling Blade (1996),1177,4.208156329651657
1359,Jingle All the Way (1996),222,2.4774774774774775
1360,Identification of a Woman (Identificazione di una donna) (1982),2,3.5
1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),159,4.213836477987422
1362,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",100,4.03
1363,"Preacher's Wife, The (1996)",112,2.9732142857142856
1364,Zero Kelvin (Kjærlighetens kjøtere) (1995),2,3.5
1365,Ridicule (1996),58,3.8448275862068964
1366,"Crucible, The (1996)",108,3.185185185185185
1367,101 Dalmatians (1996),364,3.0467032967032965
1369,I Can't Sleep (J'ai pas sommeil) (1994),5,3.8
1370,Die Hard 2 (1990),1135,3.541850220264317
1371,Star Trek: The Motion Picture (1979),792,3.1363636363636362
1372,Star Trek VI: The Undiscovered Country (1991),1001,3.4095904095904097
1373,Star Trek V: The Final Frontier (1989),613,2.7487765089722673
1374,Star Trek: The Wrath of Khan (1982),1448,3.880524861878453
1375,Star Trek III: The Search for Spock (1984),927,3.353829557713053
1376,Star Trek IV: The Voyage Home (1986),1126,3.6563055062166963
1377,Batman Returns (1992),1031,2.9767216294859358
1378,Young Guns (1988),562,3.4181494661921707
1379,Young Guns II (1990),369,2.907859078590786
1380,Grease (1978),817,3.5777233782129745
1381,Grease 2 (1982),303,1.9636963696369636
1382,Marked for Death (1990),127,2.779527559055118
1383,Adrenalin: Fear the Rush (1996),11,1.5454545454545454
1384,"Substance of Fire, The (1996)",6,3.8333333333333335
1385,Under Siege (1992),461,3.2689804772234274
1386,Terror in a Texas Town (1958),1,1.0
1387,Jaws (1975),1697,4.089569829110195
1388,Jaws 2 (1978),370,2.5891891891891894
1389,Jaws 3-D (1983),210,1.8523809523809525
1390,My Fellow Americans (1996),121,3.1983471074380163
1391,Mars Attacks! (1996),1074,2.9003724394785846
1392,Citizen Ruth (1996),219,3.73972602739726
1393,Jerry Maguire (1996),1353,3.7590539541759056
1394,Raising Arizona (1987),1434,4.02092050209205
1395,Tin Men (1987),295,3.3254237288135595
1396,Sneakers (1992),1091,3.7277726856095326
1397,Bastard Out of Carolina (1996),63,3.6507936507936507
1398,In Love and War (1996),63,3.1904761904761907
1399,Marvin's Room (1996),104,3.201923076923077
1401,Ghosts of Mississippi (1996),162,3.506172839506173
1404,Night Falls on Manhattan (1997),76,3.1447368421052633
1405,Beavis and Butt-head Do America (1996),475,3.04
1406,"Cérémonie, La (1995)",24,3.4583333333333335
1407,Scream (1996),886,3.5756207674943568
1408,"Last of the Mohicans, The (1992)",975,3.8133333333333335
1409,Michael (1996),392,3.0535714285714284
1410,"Evening Star, The (1996)",90,2.8666666666666667
1411,Hamlet (1996),382,3.9581151832460733
1412,Some Mother's Son (1996),20,3.9
1413,"Whole Wide World, The (1996)",50,3.38
1414,Mother (1996),168,3.5952380952380953
1415,"Thieves (Voleurs, Les) (1996)",36,3.5555555555555554
1416,Evita (1996),282,3.25531914893617
1417,"Portrait of a Lady, The (1996)",43,2.7674418604651163
1419,Walkabout (1971),136,3.963235294117647
1420,Message to Love: The Isle of Wight Festival (1996),7,4.0
1421,Grateful Dead (1995),22,3.0454545454545454
1422,Murder at 1600 (1997),281,3.0249110320284696
1423,Hearts and Minds (1996),14,4.357142857142857
1425,Fierce Creatures (1997),168,3.2916666666666665
1426,Zeus and Roxanne (1997),23,2.5217391304347827
1427,Turbulence (1997),51,2.2941176470588234
1428,Angel Baby (1995),52,3.25
1429,Jackie Chan's First Strike (1996),297,3.3063973063973062
1430,Underworld (1997),1,1.0
1431,Beverly Hills Ninja (1997),232,2.5474137931034484
1432,Metro (1997),100,2.77
1433,"Machine, The (1994)",5,1.8
1434,"Stranger, The (1994)",2,4.0
1436,Falling in Love Again (1980),9,2.888888888888889
1437,"Cement Garden, The (1993)",21,3.0952380952380953
1438,Dante's Peak (1997),321,2.8161993769470404
1439,Meet Wally Sparks (1997),46,2.347826086956522
1440,Amos & Andrew (1993),81,2.765432098765432
1441,Benny & Joon (1993),481,3.444906444906445
1442,Prefontaine (1997),71,3.0985915492957745
1444,Guantanamera (1994),8,3.375
1445,McHale's Navy (1997),156,2.173076923076923
1446,Kolya (1996),189,4.052910052910053
1447,Gridlock'd (1997),49,3.36734693877551
1449,Waiting for Guffman (1996),462,4.147186147186147
1450,Prisoner of the Mountains (Kavkazsky Plennik) (1996),14,3.7857142857142856
1453,"Beautician and the Beast, The (1997)",148,2.4324324324324325
1454,SubUrbia (1997),82,3.158536585365854
1455,Hotel de Love (1996),22,2.772727272727273
1456,"Pest, The (1997)",64,2.359375
1457,Fools Rush In (1997),266,3.1090225563909772
1458,Touch (1997),24,2.8333333333333335
1459,Absolute Power (1997),380,3.357894736842105
1460,That Darn Cat! (1997),94,2.6808510638297873
1461,Vegas Vacation (1997),216,2.574074074074074
1463,That Old Feeling (1997),34,3.0294117647058822
1464,Lost Highway (1997),145,3.3517241379310345
1465,Rosewood (1997),126,3.492063492063492
1466,Donnie Brasco (1997),719,3.7955493741307373
1468,Booty Call (1997),144,2.5625
1470,Rhyme & Reason (1997),1,4.0
1471,Boys Life 2 (1997),5,3.4
1472,City of Industry (1997),48,3.25
1473,Best Men (1997),40,2.825
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle) (1997),146,2.335616438356164
1475,Kama Sutra: A Tale of Love (1996),81,3.1481481481481484
1476,Private Parts (1997),499,3.4869739478957915
1477,Love Jones (1997),27,3.4444444444444446
1479,"Saint, The (1997)",563,3.197158081705151
1480,Smilla's Sense of Snow (1997),265,3.279245283018868
1482,"Van, The (1996)",63,3.3333333333333335
1483,Crash (1996),141,2.7588652482269502
1484,"Daytrippers, The (1996)",124,3.7016129032258065
1485,Liar Liar (1997),666,3.5
1486,"Quiet Room, The (1996)",7,3.142857142857143
1487,Selena (1997),162,3.067901234567901
1488,"Devil's Own, The (1997)",288,2.857638888888889
1489,Cats Don't Dance (1997),37,2.5675675675675675
1490,B*A*P*S (1997),26,1.8076923076923077
1493,Love and Other Catastrophes (1996),17,3.2941176470588234
1494,"Sixth Man, The (1997)",19,2.473684210526316
1495,Turbo: A Power Rangers Movie (1997),44,1.3181818181818181
1496,Anna Karenina (1997),25,3.16
1497,Double Team (1997),48,2.0833333333333335
1498,Inventing the Abbotts (1997),131,3.1374045801526718
1499,Anaconda (1997),399,2.200501253132832
1500,Grosse Pointe Blank (1997),1136,3.813380281690141
1501,Keys to Tulsa (1997),18,2.611111111111111
1502,Kissed (1996),13,3.076923076923077
1503,8 Heads in a Duffel Bag (1997),145,2.317241379310345
1504,Hollow Reed (1996),16,3.5
1507,Paradise Road (1997),42,3.3333333333333335
1508,Traveller (1997),36,3.3055555555555554
1509,All Over Me (1997),21,3.6666666666666665
1510,"Brother's Kiss, A (1997)",2,2.5
1511,A Chef in Love (1996),24,3.5833333333333335
1513,Romy and Michele's High School Reunion (1997),755,3.0463576158940397
1514,Temptress Moon (Feng Yue) (1996),7,2.7142857142857144
1515,Volcano (1997),181,2.5580110497237567
1516,Children of the Revolution (1996),52,3.6538461538461537
1517,Austin Powers: International Man of Mystery (1997),1205,3.7103734439834026
1518,Breakdown (1997),354,3.42090395480226
1519,Broken English (1996),6,3.3333333333333335
1520,Commandments (1997),15,2.466666666666667
1522,Ripe (1996),7,2.4285714285714284
1523,"Truth or Consequences, N.M. (1997)",57,2.6315789473684212
1525,Warriors of Virtue (1997),44,2.090909090909091
1526,Fathers' Day (1997),88,2.465909090909091
1527,"Fifth Element, The (1997)",1377,3.6405228758169934
1528,Intimate Relations (1996),2,2.0
1529,Nowhere (1997),31,3.225806451612903
1531,Losing Chase (1996),11,3.6363636363636362
1532,Sprung (1997),6,2.6666666666666665
1533,"Promise, The (La Promesse) (1996)",24,3.875
1534,"Bonheur, Le (1965)",6,3.6666666666666665
1535,Love! Valour! Compassion! (1997),103,3.4854368932038833
1537,Shall We Dance? (Shall We Dansu?) (1996),350,4.137142857142857
1538,"Second Jungle Book: Mowgli & Baloo, The (1997)",6,1.6666666666666667
1539,Twin Town (1997),11,2.8181818181818183
1541,Addicted to Love (1997),240,3.1
1542,Brassed Off (1996),238,3.542016806722689
1543,"Designated Mourner, The (1997)",7,3.2857142857142856
1544,"Lost World: Jurassic Park, The (1997)",1255,3.036653386454183
1545,Ponette (1996),73,4.068493150684931
1546,Schizopolis (1996),49,3.816326530612245
1547,Shiloh (1997),37,3.324324324324324
1548,"War at Home, The (1996)",2,2.5
1549,Rough Magic (1995),19,2.6842105263157894
1550,Trial and Error (1997),71,2.704225352112676
1551,Buddy (1997),36,2.8333333333333335
1552,Con Air (1997),954,3.2662473794549265
1553,Late Bloomers (1996),4,2.75
1554,"Pillow Book, The (1995)",138,3.4782608695652173
1555,"To Have, or Not (1995)",2,3.0
1556,Speed 2: Cruise Control (1997),367,1.8719346049046321
1558,Sudden Manhattan (1996),2,1.5
1561,Wedding Bell Blues (1996),4,3.25
1562,Batman & Robin (1997),606,2.257425742574257
1563,Dream With the Fishes (1997),40,3.6
1564,Roseanna's Grave (For Roseanna) (1997),36,3.8333333333333335
1565,Head Above Water (1996),17,3.0
1566,Hercules (1997),469,3.279317697228145
1567,"Last Time I Committed Suicide, The (1997)",9,3.4444444444444446
1569,My Best Friend's Wedding (1997),820,3.428048780487805
1570,Tetsuo II: Body Hammer (1992),23,3.3043478260869565
1571,When the Cats Away (Chacun cherche son chat) (1996),45,3.9555555555555557
1572,Contempt (Le Mépris) (1963),26,3.730769230769231
1573,Face/Off (1997),1421,3.4011259676284307
1574,Fall (1997),15,2.8666666666666667
1575,Gabbeh (1996),14,3.142857142857143
1579,For Ever Mozart (1996),1,3.0
1580,Men in Black (1997),2538,3.739952718676123
1581,Out to Sea (1997),59,2.847457627118644
1582,Wild America (1997),60,3.1666666666666665
1583,"Simple Wish, A (1997)",27,2.7777777777777777
1584,Contact (1997),1382,3.768451519536903
1585,Love Serenade (1996),28,3.2142857142857144
1586,G.I. Jane (1997),557,3.0520646319569122
1587,Conan the Barbarian (1982),572,3.4213286713286712
1588,George of the Jungle (1997),289,3.083044982698962
1589,Cop Land (1997),492,3.3597560975609757
1590,Event Horizon (1997),498,2.5180722891566263
1591,Spawn (1997),475,2.6210526315789475
1592,Air Bud (1997),112,2.4910714285714284
1593,Picture Perfect (1997),162,2.8641975308641974
1594,In the Company of Men (1997),307,3.778501628664495
1595,Free Willy 3: The Rescue (1997),65,1.7384615384615385
1596,Career Girls (1997),32,3.46875
1597,Conspiracy Theory (1997),811,3.405672009864365
1598,Desperate Measures (1998),111,2.7117117117117115
1599,Steel (1997),67,1.6417910447761195
1600,She's So Lovely (1997),84,2.869047619047619
1601,Hoodlum (1997),75,2.72
1602,Leave It to Beaver (1997),43,2.116279069767442
1603,Mimic (1997),348,2.925287356321839
1604,Money Talks (1997),65,2.753846153846154
1605,Excess Baggage (1997),88,2.659090909090909
1606,Kull the Conqueror (1997),109,2.3394495412844036
1608,Air Force One (1997),1076,3.5882899628252787
1609,187 (1997),55,2.7454545454545456
1610,"Hunt for Red October, The (1990)",1652,4.052058111380146
1611,My Own Private Idaho (1991),236,3.3516949152542375
1612,"Kiss Me, Guido (1997)",55,3.327272727272727
1613,Star Maps (1997),30,2.9
1614,In & Out (1997),428,3.2803738317757007
1615,"Edge, The (1997)",227,3.6211453744493394
1616,"Peacemaker, The (1997)",395,3.0936708860759494
1617,L.A. Confidential (1997),2288,4.219405594405594
1619,Seven Years in Tibet (1997),362,3.4281767955801103
1620,Kiss the Girls (1997),395,3.3367088607594937
1621,Soul Food (1997),85,3.2823529411764705
1622,Kicked in the Head (1997),5,2.4
1623,Wishmaster (1997),128,2.2109375
1624,"Thousand Acres, A (1997)",50,2.72
1625,"Game, The (1997)",882,3.9138321995464853
1626,Fire Down Below (1997),81,2.5185185185185186
